order_id,customer_id,customer_location,customer_region,product_sku,product_name,quantity,order_value,customer_tier,order_date,promised_delivery_date
ORD-1402,CUST-0402,Tagaytay,Luzon,SKU-HEADSET-004,Wireless Headset,2,9464,Gold,2026-06-29,2026-07-04
ORD-1403,CUST-0403,General Santos,Mindanao,SKU-MOUSE-008,Gaming Mouse,1,3406,Silver,2026-07-04,2026-07-06
ORD-1404,CUST-0404,Cagayan de Oro,Mindanao,SKU-ROUTER-010,WiFi Router,1,9170,Platinum,2026-07-03,2026-07-04
ORD-1405,CUST-0405,Tagaytay,Luzon,SKU-CAMERA-006,Action Camera,2,80760,Platinum,2026-07-01,2026-07-02
ORD-1406,CUST-0406,Tacloban City,Visayas,SKU-PRINTER-009,Office Printer,3,54733,Platinum,2026-06-29,2026-07-03
ORD-1407,CUST-0407,Zamboanga City,Mindanao,SKU-CAMERA-006,Action Camera,4,160216,Platinum,2026-07-01,2026-07-02
ORD-1408,CUST-0408,General Santos,Mindanao,SKU-ROUTER-010,WiFi Router,1,8282,Gold,2026-07-01,2026-07-04
ORD-1409,CUST-0409,Batangas City,Luzon,SKU-PRINTER-009,Office Printer,1,17479,Silver,2026-06-30,2026-07-01
ORD-1410,CUST-0410,Quezon City,Metro Manila,SKU-PRINTER-009,Office Printer,1,16903,Silver,2026-07-02,2026-07-06
ORD-1411,CUST-0411,Cebu City,Visayas,SKU-CAMERA-006,Action Camera,1,41341,Bronze,2026-07-01,2026-07-05
ORD-1412,CUST-0412,General Santos,Mindanao,SKU-PHONE-002,Smartphone X,1,27825,Platinum,2026-07-05,2026-07-08
ORD-1413,CUST-0413,Cagayan de Oro,Mindanao,SKU-TABLET-003,Tablet Air,5,118237,Gold,2026-07-05,2026-07-09
ORD-1414,CUST-0414,Cagayan de Oro,Mindanao,SKU-TABLET-003,Tablet Air,2,45168,Silver,2026-07-04,2026-07-06
ORD-1415,CUST-0415,Cebu City,Visayas,SKU-KEYBOARD-007,Mechanical Keyboard,1,5891,Gold,2026-07-01,2026-07-02
ORD-1416,CUST-0416,Zamboanga City,Mindanao,SKU-ROUTER-010,WiFi Router,1,8190,Gold,2026-07-02,2026-07-05
ORD-1417,CUST-0417,Batangas City,Luzon,SKU-TABLET-003,Tablet Air,1,21380,Bronze,2026-07-04,2026-07-09
ORD-1418,CUST-0418,Pasig City,Metro Manila,SKU-SSD-012,External SSD,2,19295,Gold,2026-07-04,2026-07-06
ORD-1419,CUST-0419,Bacolod City,Visayas,SKU-SSD-012,External SSD,1,9371,Silver,2026-06-30,2026-07-03
ORD-1420,CUST-0420,Clark,Luzon,SKU-SSD-012,External SSD,1,9792,Bronze,2026-07-05,2026-07-07
ORD-1421,CUST-0421,San Fernando,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,1,5949,Silver,2026-07-02,2026-07-03
ORD-1422,CUST-0422,Makati City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,14095,Silver,2026-06-30,2026-07-01
ORD-1423,CUST-0423,Zamboanga City,Mindanao,SKU-TABLET-003,Tablet Air,2,47435,Silver,2026-06-30,2026-07-02
ORD-1424,CUST-0424,Batangas City,Luzon,SKU-SSD-012,External SSD,1,9863,Platinum,2026-07-01,2026-07-04
ORD-1425,CUST-0425,Makati City,Metro Manila,SKU-PHONE-002,Smartphone X,1,29228,Platinum,2026-07-05,2026-07-08
ORD-1426,CUST-0426,San Fernando,Luzon,SKU-MONITOR-005,27-inch Monitor,2,29705,Silver,2026-06-30,2026-07-01
ORD-1427,CUST-0427,Batangas City,Luzon,SKU-TABLET-003,Tablet Air,1,22793,Bronze,2026-06-30,2026-07-02
ORD-1428,CUST-0428,Batangas City,Luzon,SKU-HEADSET-004,Wireless Headset,1,4552,Bronze,2026-07-03,2026-07-08
ORD-1429,CUST-0429,Taguig City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,2,29601,Silver,2026-07-03,2026-07-04
ORD-1430,CUST-0430,Cebu City,Visayas,SKU-CAMERA-006,Action Camera,3,117838,Silver,2026-07-06,2026-07-07
ORD-1431,CUST-0431,Tacloban City,Visayas,SKU-HEADSET-004,Wireless Headset,3,13996,Silver,2026-07-01,2026-07-05
ORD-1432,CUST-0432,Pasig City,Metro Manila,SKU-SPEAKER-011,Bluetooth Speaker,1,7626,Silver,2026-07-02,2026-07-05
ORD-1433,CUST-0433,Tagaytay,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,4,24319,Gold,2026-07-06,2026-07-09
ORD-1434,CUST-0434,Davao City,Mindanao,SKU-PHONE-002,Smartphone X,1,29877,Platinum,2026-06-29,2026-07-02
ORD-1435,CUST-0435,Manila,Metro Manila,SKU-PHONE-002,Smartphone X,4,118171,Silver,2026-07-01,2026-07-06
ORD-1436,CUST-0436,Manila,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,1,50732,Platinum,2026-07-05,2026-07-07
ORD-1437,CUST-0437,Manila,Metro Manila,SKU-ROUTER-010,WiFi Router,1,8689,Platinum,2026-06-30,2026-07-01
ORD-1438,CUST-0438,San Fernando,Luzon,SKU-CAMERA-006,Action Camera,3,120626,Silver,2026-06-29,2026-07-03
ORD-1439,CUST-0439,Tagaytay,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,1,6343,Bronze,2026-06-30,2026-07-05
ORD-1440,CUST-0440,Taguig City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,3,45027,Platinum,2026-07-05,2026-07-07
ORD-1441,CUST-0441,Batangas City,Luzon,SKU-LAPTOP-001,Laptop Pro 14,1,51150,Silver,2026-07-05,2026-07-06
ORD-1442,CUST-0442,Cagayan de Oro,Mindanao,SKU-SSD-012,External SSD,1,9335,Gold,2026-07-03,2026-07-07
ORD-1443,CUST-0443,Davao City,Mindanao,SKU-MONITOR-005,27-inch Monitor,1,14204,Silver,2026-06-30,2026-07-05
ORD-1444,CUST-0444,Davao City,Mindanao,SKU-SSD-012,External SSD,1,10080,Gold,2026-07-03,2026-07-06
ORD-1445,CUST-0445,Pasig City,Metro Manila,SKU-HEADSET-004,Wireless Headset,1,4719,Platinum,2026-07-05,2026-07-08
ORD-1446,CUST-0446,General Santos,Mindanao,SKU-LAPTOP-001,Laptop Pro 14,1,48117,Bronze,2026-07-03,2026-07-06
ORD-1447,CUST-0447,Tagaytay,Luzon,SKU-ROUTER-010,WiFi Router,1,8350,Bronze,2026-07-02,2026-07-06
ORD-1448,CUST-0448,Clark,Luzon,SKU-LAPTOP-001,Laptop Pro 14,3,145490,Gold,2026-07-03,2026-07-05
ORD-1449,CUST-0449,Zamboanga City,Mindanao,SKU-SPEAKER-011,Bluetooth Speaker,4,29584,Gold,2026-07-02,2026-07-04
ORD-1450,CUST-0450,Cebu City,Visayas,SKU-MOUSE-008,Gaming Mouse,2,6885,Silver,2026-07-01,2026-07-05
ORD-1451,CUST-0451,Pasig City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,14995,Bronze,2026-07-02,2026-07-06
ORD-1452,CUST-0452,Iloilo City,Visayas,SKU-MONITOR-005,27-inch Monitor,2,28048,Silver,2026-06-29,2026-07-01
ORD-1453,CUST-0453,Cebu City,Visayas,SKU-ROUTER-010,WiFi Router,3,26576,Bronze,2026-07-03,2026-07-06
ORD-1454,CUST-0454,Tacloban City,Visayas,SKU-KEYBOARD-007,Mechanical Keyboard,3,18798,Platinum,2026-07-06,2026-07-08
ORD-1455,CUST-0455,Tagaytay,Luzon,SKU-ROUTER-010,WiFi Router,1,8731,Bronze,2026-07-04,2026-07-07
ORD-1456,CUST-0456,Davao City,Mindanao,SKU-MONITOR-005,27-inch Monitor,2,29965,Silver,2026-07-04,2026-07-09
ORD-1457,CUST-0457,Tacloban City,Visayas,SKU-MONITOR-005,27-inch Monitor,2,29500,Platinum,2026-07-03,2026-07-04
ORD-1458,CUST-0458,Bacolod City,Visayas,SKU-LAPTOP-001,Laptop Pro 14,3,149543,Gold,2026-07-05,2026-07-08
ORD-1459,CUST-0459,Quezon City,Metro Manila,SKU-SPEAKER-011,Bluetooth Speaker,1,7529,Silver,2026-07-05,2026-07-07
ORD-1460,CUST-0460,Iloilo City,Visayas,SKU-CAMERA-006,Action Camera,2,80912,Bronze,2026-07-06,2026-07-11
ORD-1461,CUST-0461,Tagaytay,Luzon,SKU-MONITOR-005,27-inch Monitor,3,43987,Gold,2026-07-01,2026-07-03
ORD-1462,CUST-0462,Tacloban City,Visayas,SKU-SSD-012,External SSD,3,31368,Gold,2026-07-01,2026-07-06
ORD-1463,CUST-0463,Pasig City,Metro Manila,SKU-HEADSET-004,Wireless Headset,1,4793,Gold,2026-07-03,2026-07-05
ORD-1464,CUST-0464,General Santos,Mindanao,SKU-MONITOR-005,27-inch Monitor,2,30816,Silver,2026-06-30,2026-07-02
ORD-1465,CUST-0465,Pasig City,Metro Manila,SKU-MOUSE-008,Gaming Mouse,3,10538,Silver,2026-07-05,2026-07-08
ORD-1466,CUST-0466,Manila,Metro Manila,SKU-TABLET-003,Tablet Air,5,116832,Silver,2026-07-06,2026-07-07
ORD-1467,CUST-0467,Cebu City,Visayas,SKU-PHONE-002,Smartphone X,1,26811,Gold,2026-07-01,2026-07-03
ORD-1468,CUST-0468,Clark,Luzon,SKU-MONITOR-005,27-inch Monitor,1,15214,Gold,2026-07-01,2026-07-03
ORD-1469,CUST-0469,Pasig City,Metro Manila,SKU-TABLET-003,Tablet Air,2,44530,Gold,2026-07-05,2026-07-07
ORD-1470,CUST-0470,Quezon City,Metro Manila,SKU-LAPTOP-001,Laptop Pro 14,1,50322,Gold,2026-06-29,2026-07-03
ORD-1471,CUST-0471,Tagaytay,Luzon,SKU-HEADSET-004,Wireless Headset,1,4788,Bronze,2026-07-02,2026-07-04
ORD-1472,CUST-0472,Davao City,Mindanao,SKU-TABLET-003,Tablet Air,1,23256,Silver,2026-07-03,2026-07-04
ORD-1473,CUST-0473,Davao City,Mindanao,SKU-MONITOR-005,27-inch Monitor,1,15069,Silver,2026-07-04,2026-07-06
ORD-1474,CUST-0474,Manila,Metro Manila,SKU-CAMERA-006,Action Camera,5,208239,Silver,2026-07-02,2026-07-03
ORD-1475,CUST-0475,Zamboanga City,Mindanao,SKU-LAPTOP-001,Laptop Pro 14,1,45736,Gold,2026-07-01,2026-07-03
ORD-1476,CUST-0476,Tagaytay,Luzon,SKU-TABLET-003,Tablet Air,1,22731,Gold,2026-06-29,2026-07-01
ORD-1477,CUST-0477,San Fernando,Luzon,SKU-ROUTER-010,WiFi Router,1,8096,Platinum,2026-06-30,2026-07-03
ORD-1478,CUST-0478,Taguig City,Metro Manila,SKU-KEYBOARD-007,Mechanical Keyboard,1,6013,Bronze,2026-07-03,2026-07-05
ORD-1479,CUST-0479,Quezon City,Metro Manila,SKU-MONITOR-005,27-inch Monitor,1,15095,Bronze,2026-07-03,2026-07-06
ORD-1480,CUST-0480,Baguio City,Luzon,SKU-PHONE-002,Smartphone X,1,26986,Gold,2026-07-03,2026-07-04
ORD-1481,CUST-0481,Iloilo City,Visayas,SKU-ROUTER-010,WiFi Router,1,8527,Silver,2026-07-02,2026-07-04
ORD-1482,CUST-0482,Cebu City,Visayas,SKU-LAPTOP-001,Laptop Pro 14,1,45617,Platinum,2026-07-06,2026-07-08
ORD-1483,CUST-0483,Pasig City,Metro Manila,SKU-PHONE-002,Smartphone X,3,88312,Gold,2026-07-01,2026-07-06
ORD-1484,CUST-0484,Pasig City,Metro Manila,SKU-SSD-012,External SSD,2,21110,Platinum,2026-07-02,2026-07-04
ORD-1485,CUST-0485,Tacloban City,Visayas,SKU-MOUSE-008,Gaming Mouse,1,3488,Gold,2026-06-29,2026-07-03
ORD-1486,CUST-0486,Cagayan de Oro,Mindanao,SKU-KEYBOARD-007,Mechanical Keyboard,2,12003,Bronze,2026-06-29,2026-06-30
ORD-1487,CUST-0487,Cebu City,Visayas,SKU-CAMERA-006,Action Camera,1,37521,Silver,2026-07-03,2026-07-07
ORD-1488,CUST-0488,Cagayan de Oro,Mindanao,SKU-TABLET-003,Tablet Air,1,22003,Silver,2026-07-06,2026-07-08
ORD-1489,CUST-0489,Batangas City,Luzon,SKU-KEYBOARD-007,Mechanical Keyboard,2,12950,Gold,2026-06-30,2026-07-01
ORD-1490,CUST-0490,Cebu City,Visayas,SKU-PHONE-002,Smartphone X,1,27982,Silver,2026-07-06,2026-07-07
ORD-1491,CUST-0491,General Santos,Mindanao,SKU-ROUTER-010,WiFi Router,1,8614,Gold,2026-07-01,2026-07-03
ORD-1492,CUST-0492,Baguio City,Luzon,SKU-MOUSE-008,Gaming Mouse,1,3720,Silver,2026-07-04,2026-07-05
ORD-1493,CUST-0493,Tagaytay,Luzon,SKU-SSD-012,External SSD,2,20373,Silver,2026-07-04,2026-07-07
ORD-1494,CUST-0494,Taguig City,Metro Manila,SKU-KEYBOARD-007,Mechanical Keyboard,2,12813,Bronze,2026-07-04,2026-07-07
ORD-1495,CUST-0495,Manila,Metro Manila,SKU-PRINTER-009,Office Printer,3,49490,Gold,2026-06-29,2026-07-02
ORD-1496,CUST-0496,Batangas City,Luzon,SKU-MOUSE-008,Gaming Mouse,3,10426,Bronze,2026-07-06,2026-07-08
ORD-1497,CUST-0497,Tacloban City,Visayas,SKU-LAPTOP-001,Laptop Pro 14,1,47066,Silver,2026-07-05,2026-07-07
ORD-1498,CUST-0498,Clark,Luzon,SKU-MOUSE-008,Gaming Mouse,3,10137,Silver,2026-07-06,2026-07-08
ORD-1499,CUST-0499,Batangas City,Luzon,SKU-SSD-012,External SSD,2,20019,Bronze,2026-07-05,2026-07-06
ORD-1500,CUST-0500,Pasig City,Metro Manila,SKU-ROUTER-010,WiFi Router,4,34316,Gold,2026-07-02,2026-07-05
